age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn,year,month
48,86322,0.06,0.03,4251049409,2344,Yes,High School or below,Female,Yes,Married,12,\N,3,1,2,Others,486,ND,268,79,No,No,0.82,3912,782,0,2015,2
64,84351,0,0.01,4251095710,2345,Yes,Bachelor or equivalent,Female,No,Single,19,\N,1,6,42,Non-technology Related Job,346,WY,271,189,No,No,0.04,5461,910,0,2015,1
64,84351,0,0.01,4251095710,2345,Yes,Bachelor or equivalent,Female,No,Single,19,\N,1,6,42,Non-technology Related Job,346,WY,271,189,No,No,0.04,3048,609,0,2015,2
27,195252,0.07,0.01,4251040370,2346,Yes,Bachelor or equivalent,Male,Yes,Single,77,\N,3,4,61,Others,19,AK,468,204,No,No,0.49,992,496,0,2015,1
27,195252,0.07,0.01,4251040370,2346,Yes,Bachelor or equivalent,Male,Yes,Single,77,\N,3,4,61,Others,19,AK,468,204,No,No,0.49,2746,686,0,2015,2
42,193281,0.01,0.03,4251087191,2347,Yes,Master or equivalent,Female,Yes,Married,85,\N,1,1,1,Non-technology Related Job,379,ME,471,64,No,No,0.7,4608,658,0,2015,1
42,193281,0.01,0.03,4251087191,2347,Yes,Master or equivalent,Female,Yes,Married,85,\N,1,1,1,Non-technology Related Job,379,ME,471,64,No,No,0.7,4372,728,0,2015,2
73,54181,0.07,0.03,4251027711,2348,Yes,Master or equivalent,Male,Yes,Single,23,\N,2,7,20,Others,51,MA,168,79,No,No,0.16,4504,563,0,2015,1
73,54181,0.07,0.03,4251027711,2348,Yes,Master or equivalent,Male,Yes,Single,23,\N,2,7,20,Others,51,MA,168,79,No,No,0.16,5950,743,0,2015,2
21,52210,0.01,0.01,4251043871,2349,Yes,High School or below,Male,Yes,Married,30,\N,1,4,60,Non-technology Related Job,411,PA,172,189,No,No,0.37,4404,550,0,2015,1
21,52210,0.01,0.01,4251043871,2349,Yes,High School or below,Male,Yes,Married,30,\N,1,4,60,Non-technology Related Job,411,PA,172,189,No,No,0.37,6987,698,0,2015,2
51,163110,0.07,0.01,4251062296,2350,Yes,High School or below,Female,No,Married,88,\N,2,2,79,Others,84,SC,369,204,No,No,0.83,2747,686,1,2015,1
51,163110,0.07,0.01,4251062296,2350,Yes,High School or below,Female,No,Married,88,\N,2,2,79,Others,84,SC,369,204,No,No,0.83,2589,517,1,2015,2
67,161139,0.01,0.03,4251076628,2351,Yes,High School or below,Female,No,Single,95,\N,0,0,19,Non-technology Related Job,444,CO,372,64,No,Yes,0.04,6827,975,0,2015,1
67,161139,0.01,0.03,4251076628,2351,Yes,High School or below,Female,No,Single,95,\N,0,0,19,Non-technology Related Job,444,CO,372,64,No,Yes,0.04,5624,624,0,2015,2
29,22040,0.07,0.03,4251086438,2352,Yes,High School or below,Male,Yes,Single,33,\N,2,5,38,Others,116,DE,69,79,No,No,0.49,5368,766,0,2015,1
29,22040,0.07,0.03,4251086438,2352,Yes,High School or below,Male,Yes,Single,33,\N,2,5,38,Others,116,DE,69,79,No,No,0.49,5914,844,0,2015,2
45,20069,0.02,0.01,4251035285,2353,Yes,Bachelor or equivalent,Female,Yes,Single,41,\N,0,3,78,Non-technology Related Job,477,MO,72,189,No,No,0.7,1849,616,0,2015,1
45,20069,0.02,0.01,4251035285,2353,Yes,Bachelor or equivalent,Female,Yes,Single,41,\N,0,3,78,Non-technology Related Job,477,MO,72,189,No,No,0.7,3005,601,0,2015,2
76,130969,0,0.01,4251072855,2354,Yes,Bachelor or equivalent,Male,Yes,Single,99,\N,1,0,97,Others,149,NE,269,204,No,No,0.16,894,894,0,2015,1
76,130969,0,0.01,4251072855,2354,Yes,Bachelor or equivalent,Male,Yes,Single,99,\N,1,0,97,Others,149,NE,269,204,No,No,0.16,1768,442,0,2015,2
76,130969,0,0.01,4251072855,2354,Yes,Bachelor or equivalent,Male,Yes,Single,99,\N,1,0,97,Others,149,NE,269,204,No,No,0.16,501,501,0,2015,3
24,128998,0.02,0.03,4251064728,2355,Yes,Master or equivalent,Male,Yes,Married,106,\N,0,6,37,Non-technology Related Job,9,UT,273,64,No,No,0.37,5358,1071,0,2015,1
24,128998,0.02,0.03,4251064728,2355,Yes,Master or equivalent,Male,Yes,Married,106,\N,0,6,37,Non-technology Related Job,9,UT,273,64,No,No,0.37,5124,854,0,2015,2
24,128998,0.02,0.03,4251064728,2355,Yes,Master or equivalent,Male,Yes,Married,106,\N,0,6,37,Non-technology Related Job,9,UT,273,64,No,No,0.37,380,380,0,2015,3
54,239898,0,0.03,4251048557,2356,Yes,Master or equivalent,Female,Yes,Married,44,\N,1,3,55,Others,182,VA,470,79,Yes,No,0.83,1376,688,0,2015,1
54,239898,0,0.03,4251048557,2356,Yes,Master or equivalent,Female,Yes,Married,44,\N,1,3,55,Others,182,VA,470,79,Yes,No,0.83,6689,668,0,2015,2
54,239898,0,0.03,4251048557,2356,Yes,Master or equivalent,Female,Yes,Married,44,\N,1,3,55,Others,182,VA,470,79,Yes,No,0.83,1081,1081,0,2015,3
70,237927,0.02,0.01,4251022155,2357,Yes,High School or below,Female,Yes,Single,52,\N,0,1,96,Non-technology Related Job,42,IL,473,189,No,No,0.04,770,385,0,2015,1
70,237927,0.02,0.01,4251022155,2357,Yes,High School or below,Female,Yes,Single,52,\N,0,1,96,Non-technology Related Job,42,IL,473,189,No,No,0.04,3476,869,0,2015,2
32,98828,0,0.01,4251020698,2358,Yes,High School or below,Male,Yes,Married,109,\N,1,6,14,Others,214,IN,170,204,No,No,0.49,2298,1149,0,2015,1
32,98828,0,0.01,4251020698,2358,Yes,High School or below,Male,Yes,Married,109,\N,1,6,14,Others,214,IN,170,204,No,No,0.49,4890,698,0,2015,2
48,96857,0.02,0.03,4251027381,2359,Yes,High School or below,Female,No,Single,117,\N,3,4,55,Non-technology Related Job,74,NM,173,64,No,No,0.71,3955,565,0,2015,1
48,96857,0.02,0.03,4251027381,2359,Yes,High School or below,Female,No,Single,117,\N,3,4,55,Non-technology Related Job,74,NM,173,64,No,No,0.71,3619,603,0,2015,2
78,207757,0,0.03,4251077684,2360,Yes,High School or below,Male,Yes,Single,55,\N,1,1,73,Others,247,NC,370,79,No,No,0.16,1697,848,0,2015,1
78,207757,0,0.03,4251077684,2360,Yes,High School or below,Male,Yes,Single,55,\N,1,1,73,Others,247,NC,370,79,No,No,0.16,2504,834,0,2015,2
26,205786,0.03,0.01,4251039268,2361,Yes,Bachelor or equivalent,Male,Yes,Married,62,\N,3,7,14,Non-technology Related Job,107,WY,374,189,No,No,0.37,2166,361,1,2015,1
26,205786,0.03,0.01,4251039268,2361,Yes,Bachelor or equivalent,Male,Yes,Married,62,\N,3,7,14,Non-technology Related Job,107,WY,374,189,No,No,0.37,4403,733,1,2015,2
26,205786,0.03,0.01,4251039268,2361,Yes,Bachelor or equivalent,Male,Yes,Married,62,\N,3,7,14,Non-technology Related Job,107,WY,374,189,No,No,0.37,670,670,1,2015,3
57,66687,0.01,0.01,4251052554,2362,Yes,Bachelor or equivalent,Female,Yes,Married,0,\N,0,4,32,Others,279,AK,71,204,No,No,0.83,2563,854,0,2015,1
57,66687,0.01,0.01,4251052554,2362,Yes,Bachelor or equivalent,Female,Yes,Married,0,\N,0,4,32,Others,279,AK,71,204,No,No,0.83,1924,962,0,2015,2
73,64716,0.03,0.03,4251017215,2363,Yes,Bachelor or equivalent,Female,Yes,Married,8,\N,3,2,73,Non-technology Related Job,139,ME,74,64,No,No,0.04,4368,728,1,2015,1
73,64716,0.03,0.03,4251017215,2363,Yes,Bachelor or equivalent,Female,Yes,Married,8,\N,3,2,73,Non-technology Related Job,139,ME,74,64,No,No,0.04,1089,1089,1,2015,2
73,64716,0.03,0.03,4251017215,2363,Yes,Bachelor or equivalent,Female,Yes,Married,8,\N,3,2,73,Non-technology Related Job,139,ME,74,64,No,No,0.04,558,558,1,2015,3
35,175616,0.01,0.03,4251059939,2364,Yes,Master or equivalent,Male,No,Married,66,\N,0,0,91,Others,312,MD,271,79,No,Yes,0.5,1830,915,0,2015,1
35,175616,0.01,0.03,4251059939,2364,Yes,Master or equivalent,Male,No,Married,66,\N,0,0,91,Others,312,MD,271,79,No,Yes,0.5,4178,1044,0,2015,2
51,173645,0.03,0.01,4251051436,2365,Yes,High School or below,Female,No,Single,73,\N,3,5,32,Non-technology Related Job,172,OR,274,189,No,No,0.71,2352,588,0,2015,1
51,173645,0.03,0.01,4251051436,2365,Yes,High School or below,Female,No,Single,73,\N,3,5,32,Non-technology Related Job,172,OR,274,189,No,No,0.71,501,501,0,2015,2
13,34545,0.01,0.01,4251096415,2366,Yes,High School or below,Male,Yes,Single,11,\N,0,3,50,Others,344,RI,471,204,No,No,0.16,862,862,0,2015,1
13,34545,0.01,0.01,4251096415,2366,Yes,High School or below,Male,Yes,Single,11,\N,0,3,50,Others,344,RI,471,204,No,No,0.16,3861,772,0,2015,2
29,32574,0.03,0.03,4251047882,2367,Yes,High School or below,Male,Yes,Married,18,\N,2,0,91,Non-technology Related Job,204,CO,475,64,No,No,0.37,5344,890,0,2015,1
29,32574,0.03,0.03,4251047882,2367,Yes,High School or below,Male,Yes,Married,18,\N,2,0,91,Non-technology Related Job,204,CO,475,64,No,No,0.37,3803,633,0,2015,2
60,143475,0.02,0.03,4251047253,2368,No,High School or below,Female,Yes,Single,76,\N,0,6,9,Others,377,DE,172,79,No,No,0.83,1139,227,0,2015,1
60,143475,0.02,0.03,4251047253,2368,No,High School or below,Female,Yes,Single,76,\N,0,6,9,Others,377,DE,172,79,No,No,0.83,4498,899,0,2015,2
75,141504,0.04,0.01,4251049681,2369,Yes,High School or below,Female,Yes,Married,84,\N,2,3,50,Non-technology Related Job,237,MO,175,189,No,No,0.04,4179,597,0,2015,1
75,141504,0.04,0.01,4251049681,2369,Yes,High School or below,Female,Yes,Married,84,\N,2,3,50,Non-technology Related Job,237,MO,175,189,No,No,0.04,5242,748,0,2015,2
38,2404,0.02,0.01,4251053066,2370,Yes,Bachelor or equivalent,Male,Yes,Married,22,\N,3,1,68,Others,409,MT,372,204,No,No,0.5,3967,661,1,2015,1
38,2404,0.02,0.01,4251053066,2370,Yes,Bachelor or equivalent,Male,Yes,Married,22,\N,3,1,68,Others,409,MT,372,204,No,No,0.5,3885,777,1,2015,2
54,433,0.04,0.03,4251049775,2371,Yes,Bachelor or equivalent,Female,Yes,Single,29,\N,2,6,8,Non-technology Related Job,270,TX,375,64,No,No,0.71,4177,835,0,2015,1
54,433,0.04,0.03,4251049775,2371,Yes,Bachelor or equivalent,Female,Yes,Single,29,\N,2,6,8,Non-technology Related Job,270,TX,375,64,No,No,0.71,3125,625,0,2015,2
54,433,0.04,0.03,4251049775,2371,Yes,Bachelor or equivalent,Female,Yes,Single,29,\N,2,6,8,Non-technology Related Job,270,TX,375,64,No,No,0.71,203,203,0,2015,3
16,111333,0.02,0.03,4251042588,2372,Yes,Bachelor or equivalent,Male,Yes,Single,87,\N,3,4,27,Others,442,VT,72,79,No,No,0.16,4845,692,0,2015,1
16,111333,0.02,0.03,4251042588,2372,Yes,Bachelor or equivalent,Male,Yes,Single,87,\N,3,4,27,Others,442,VT,72,79,No,No,0.16,3383,676,0,2015,2
32,109362,0.04,0.01,4251040230,2373,Yes,PhD or equivalent,Male,No,Single,95,\N,1,1,67,Non-technology Related Job,302,ID,75,189,No,Yes,0.38,2210,552,0,2015,1
32,109362,0.04,0.01,4251040230,2373,Yes,PhD or equivalent,Male,No,Single,95,\N,1,1,67,Non-technology Related Job,302,ID,75,189,No,Yes,0.38,2831,471,0,2015,2
62,220263,0.02,0.01,4251035174,2374,Yes,High School or below,Female,Yes,Single,33,\N,3,7,86,Others,475,IN,272,204,No,No,0.83,3768,628,0,2015,1
62,220263,0.02,0.01,4251035174,2374,Yes,High School or below,Female,Yes,Single,33,\N,3,7,86,Others,475,IN,272,204,No,No,0.83,202,101,0,2015,2
78,218292,0.04,0.03,4251058789,2375,Yes,High School or below,Male,Yes,Married,40,\N,1,4,26,Non-technology Related Job,335,NM,276,64,No,No,0.04,1022,1022,0,2015,1
78,218292,0.04,0.03,4251058789,2375,Yes,High School or below,Male,Yes,Married,40,\N,1,4,26,Non-technology Related Job,335,NM,276,64,No,No,0.04,3782,630,0,2015,2
41,79192,0.03,0.03,4251066799,2376,Yes,High School or below,Female,Yes,Married,98,\N,2,2,45,Others,7,NY,473,79,No,No,0.5,6320,790,0,2015,1
41,79192,0.03,0.03,4251066799,2376,Yes,High School or below,Female,Yes,Married,98,\N,2,2,45,Others,7,NY,473,79,No,No,0.5,1609,536,0,2015,2
56,77221,0.05,0.01,4251055554,2377,Yes,High School or below,Female,Yes,Single,105,\N,1,7,85,Non-technology Related Job,367,WI,476,189,No,No,0.71,4724,787,0,2015,1
56,77221,0.05,0.01,4251055554,2377,Yes,High School or below,Female,Yes,Single,105,\N,1,7,85,Non-technology Related Job,367,WI,476,189,No,No,0.71,2588,647,0,2015,2
19,188122,0.03,0.01,4251084260,2378,Yes,High School or below,Male,No,Single,43,\N,2,5,4,Others,40,AL,173,204,Yes,No,0.17,3864,1288,0,2015,1
19,188122,0.03,0.01,4251084260,2378,Yes,High School or below,Male,No,Single,43,\N,2,5,4,Others,40,AL,173,204,Yes,No,0.17,3770,754,0,2015,2
35,186151,0.05,0.03,4251039232,2379,Yes,Bachelor or equivalent,Male,No,Single,51,\N,1,2,44,Non-technology Related Job,400,LA,176,64,No,No,0.38,2891,413,0,2015,1
35,186151,0.05,0.03,4251039232,2379,Yes,Bachelor or equivalent,Male,No,Single,51,\N,1,2,44,Non-technology Related Job,400,LA,176,64,No,No,0.38,3835,639,0,2015,2
65,47051,0.03,0.03,4251037441,2380,Yes,Bachelor or equivalent,Female,Yes,Single,109,\N,2,0,63,Others,72,MD,373,79,No,No,0.83,4479,639,0,2015,1
65,47051,0.03,0.03,4251037441,2380,Yes,Bachelor or equivalent,Female,Yes,Single,109,\N,2,0,63,Others,72,MD,373,79,No,No,0.83,2926,585,0,2015,2
13,45080,0.05,0.01,4251014752,2381,Yes,Master or equivalent,Male,Yes,Married,116,\N,0,6,3,Non-technology Related Job,432,OR,377,189,No,No,0.04,5829,647,0,2015,1
13,45080,0.05,0.01,4251014752,2381,Yes,Master or equivalent,Male,Yes,Married,116,\N,0,6,3,Non-technology Related Job,432,OR,377,189,No,No,0.04,1672,418,0,2015,2
13,45080,0.05,0.01,4251014752,2381,Yes,Master or equivalent,Male,Yes,Married,116,\N,0,6,3,Non-technology Related Job,432,OR,377,189,No,No,0.04,533,533,0,2015,3
43,155980,0.03,0.01,4251084436,2382,Yes,PhD or equivalent,Female,Yes,Married,54,\N,2,3,22,Others,105,PA,74,204,No,No,0.5,5550,693,0,2015,1
43,155980,0.03,0.01,4251084436,2382,Yes,PhD or equivalent,Female,Yes,Married,54,\N,2,3,22,Others,105,PA,74,204,No,No,0.5,1626,542,0,2015,2
59,154009,0.05,0.03,4251059220,2383,Yes,High School or below,Female,Yes,Single,62,\N,0,1,62,Non-technology Related Job,465,CA,77,64,No,No,0.71,1819,909,0,2015,1
59,154009,0.05,0.03,4251059220,2383,Yes,High School or below,Female,Yes,Single,62,\N,0,1,62,Non-technology Related Job,465,CA,77,64,No,No,0.71,5352,764,0,2015,2
22,14910,0.04,0.03,4251074253,2384,Yes,High School or below,Male,No,Married,119,\N,1,6,81,Others,137,CT,274,79,No,No,0.17,6512,814,0,2015,1
22,14910,0.04,0.03,4251074253,2384,Yes,High School or below,Male,No,Married,119,\N,1,6,81,Others,137,CT,274,79,No,No,0.17,628,314,0,2015,2
38,12939,0.06,0.01,4251099867,2385,Yes,High School or below,Male,Yes,Single,7,\N,0,4,21,Non-technology Related Job,497,MS,277,189,No,No,0.38,4179,597,0,2015,1
38,12939,0.06,0.01,4251099867,2385,Yes,High School or below,Male,Yes,Single,7,\N,0,4,21,Non-technology Related Job,497,MS,277,189,No,No,0.38,2630,526,0,2015,2
68,123839,0.04,0.01,4251084568,2386,Yes,High School or below,Female,Yes,Single,65,\N,1,1,39,Others,170,MT,474,204,No,Yes,0.83,3018,603,0,2015,1
68,123839,0.04,0.01,4251084568,2386,Yes,High School or below,Female,Yes,Single,65,\N,1,1,39,Others,170,MT,474,204,No,Yes,0.83,2972,594,0,2015,2
16,121868,0.06,0.03,4251015009,2387,Yes,Bachelor or equivalent,Male,Yes,Married,72,\N,0,7,80,Non-technology Related Job,30,TX,478,64,No,No,0.04,4309,615,0,2015,1
16,121868,0.06,0.03,4251015009,2387,Yes,Bachelor or equivalent,Male,Yes,Married,72,\N,0,7,80,Non-technology Related Job,30,TX,478,64,No,No,0.04,948,948,0,2015,2
16,121868,0.06,0.03,4251015009,2387,Yes,Bachelor or equivalent,Male,Yes,Married,72,\N,0,7,80,Non-technology Related Job,30,TX,478,64,No,No,0.04,364,364,0,2015,3
46,232768,0.04,0.03,4251020245,2388,Yes,Bachelor or equivalent,Female,Yes,Married,10,\N,1,4,98,Others,202,UT,175,79,No,No,0.5,873,436,0,2015,1
46,232768,0.04,0.03,4251020245,2388,Yes,Bachelor or equivalent,Female,Yes,Married,10,\N,1,4,98,Others,202,UT,175,79,No,No,0.5,3891,648,0,2015,2
62,230797,0.06,0.01,4251092847,2389,Yes,Master or equivalent,Female,Yes,Married,18,\N,3,2,39,Non-technology Related Job,63,HI,178,189,No,No,0.71,5591,798,0,2015,1
62,230797,0.06,0.01,4251092847,2389,Yes,Master or equivalent,Female,Yes,Married,18,\N,3,2,39,Non-technology Related Job,63,HI,178,189,No,No,0.71,2257,752,0,2015,2
24,91698,0.04,0.01,4251056825,2390,Yes,Master or equivalent,Male,Yes,Married,76,\N,0,7,57,Others,235,IL,375,204,No,No,0.17,3332,555,0,2015,1
24,91698,0.04,0.01,4251056825,2390,Yes,Master or equivalent,Male,Yes,Married,76,\N,0,7,57,Others,235,IL,375,204,No,No,0.17,2615,653,0,2015,2
40,89727,0.06,0.03,4251091290,2391,Yes,High School or below,Male,Yes,Single,83,\N,3,5,98,Non-technology Related Job,95,NJ,378,64,No,No,0.38,3086,514,0,2015,1
40,89727,0.06,0.03,4251091290,2391,Yes,High School or below,Male,Yes,Single,83,\N,3,5,98,Non-technology Related Job,95,NJ,378,64,No,No,0.38,5921,845,0,2015,2
71,200627,0.05,0.03,4251032819,2392,Yes,High School or below,Female,No,Single,21,\N,0,3,16,Others,268,NY,75,79,No,No,0.84,2736,684,0,2015,1
71,200627,0.05,0.03,4251032819,2392,Yes,High School or below,Female,No,Single,21,\N,0,3,16,Others,268,NY,75,79,No,No,0.84,3073,768,0,2015,2
71,200627,0.05,0.03,4251032819,2392,Yes,High School or below,Female,No,Single,21,\N,0,3,16,Others,268,NY,75,79,No,No,0.84,567,567,0,2015,3
19,198656,0.07,0.01,4251040523,2393,Yes,High School or below,Male,No,Married,29,\N,3,0,57,Others,128,WI,79,189,No,No,0.05,3566,509,0,2015,1
19,198656,0.07,0.01,4251040523,2393,Yes,High School or below,Male,No,Married,29,\N,3,0,57,Others,128,WI,79,189,No,No,0.05,1472,490,0,2015,2
49,59556,0.05,0.01,4251079420,2394,Yes,High School or below,Female,Yes,Single,86,\N,0,6,75,Others,300,WY,275,204,No,No,0.5,3618,904,1,2015,1
49,59556,0.05,0.01,4251079420,2394,Yes,High School or below,Female,Yes,Single,86,\N,0,6,75,Others,300,WY,275,204,No,No,0.5,4345,620,1,2015,2
65,57585,0.07,0.03,4251061632,2395,Yes,Bachelor or equivalent,Female,Yes,Married,94,\N,2,3,16,Others,160,KY,279,64,No,Yes,0.71,7821,782,0,2015,1
65,57585,0.07,0.03,4251061632,2395,Yes,Bachelor or equivalent,Female,Yes,Married,94,\N,2,3,16,Others,160,KY,279,64,No,Yes,0.71,2394,798,0,2015,2
27,168486,0.05,0.03,4251036217,2396,Yes,Bachelor or equivalent,Male,Yes,Married,32,\N,0,1,34,Others,333,ME,476,79,No,No,0.17,5130,855,1,2015,1
27,168486,0.05,0.03,4251036217,2396,Yes,Bachelor or equivalent,Male,Yes,Married,32,\N,0,1,34,Others,333,ME,476,79,No,No,0.17,3840,960,1,2015,2
27,168486,0.05,0.03,4251036217,2396,Yes,Bachelor or equivalent,Male,Yes,Married,32,\N,0,1,34,Others,333,ME,476,79,No,No,0.17,924,924,1,2015,3
43,166515,0.07,0.01,4251042457,2397,Yes,Master or equivalent,Male,Yes,Single,39,\N,2,6,75,Others,193,OK,479,189,No,No,0.38,6488,1081,0,2015,1
43,166515,0.07,0.01,4251042457,2397,Yes,Master or equivalent,Male,Yes,Single,39,\N,2,6,75,Others,193,OK,479,189,No,No,0.38,1817,908,0,2015,2
73,27415,0.05,0.01,4251045554,2398,Yes,Master or equivalent,Female,No,Single,97,\N,3,4,93,Others,365,PA,176,204,No,No,0.84,1607,321,1,2015,1
73,27415,0.05,0.01,4251045554,2398,Yes,Master or equivalent,Female,No,Single,97,\N,3,4,93,Others,365,PA,176,204,No,No,0.84,4810,801,1,2015,2
21,25444,0.07,0.03,4251042068,2399,Yes,High School or below,Male,Yes,Single,105,\N,2,1,33,Others,225,CA,179,64,No,No,0.05,3915,978,1,2015,1
21,25444,0.07,0.03,4251042068,2399,Yes,High School or below,Male,Yes,Single,105,\N,2,1,33,Others,225,CA,179,64,No,No,0.05,5762,720,1,2015,2
21,25444,0.07,0.03,4251042068,2399,Yes,High School or below,Male,Yes,Single,105,\N,2,1,33,Others,225,CA,179,64,No,No,0.05,919,919,1,2015,3
52,136345,0.06,0.03,4251092226,2400,Yes,High School or below,Female,Yes,Single,43,\N,3,7,52,Others,398,CT,376,79,No,No,0.5,3689,461,1,2015,1
52,136345,0.06,0.03,4251092226,2400,Yes,High School or below,Female,Yes,Single,43,\N,3,7,52,Others,398,CT,376,79,No,No,0.5,9817,818,1,2015,2
68,134374,0,0.01,4251078174,2401,Yes,High School or below,Female,Yes,Married,50,\N,2,4,92,Others,258,MN,380,189,No,No,0.71,3257,1085,0,2015,1
68,134374,0,0.01,4251078174,2401,Yes,High School or below,Female,Yes,Married,50,\N,2,4,92,Others,258,MN,380,189,No,No,0.71,3771,754,0,2015,2
68,134374,0,0.01,4251078174,2401,Yes,High School or below,Female,Yes,Married,50,\N,2,4,92,Others,258,MN,380,189,No,No,0.71,64,64,0,2015,3
30,245274,0.06,0.01,4251036099,2402,Yes,High School or below,Male,Yes,Married,108,\N,3,2,11,Others,430,MO,77,204,No,No,0.17,4329,865,0,2015,1
30,245274,0.06,0.01,4251036099,2402,Yes,High School or below,Male,Yes,Married,108,\N,3,2,11,Others,430,MO,77,204,No,No,0.17,1304,652,0,2015,2
46,243303,0,0.03,4251071454,2403,Yes,Bachelor or equivalent,Female,Yes,Single,115,\N,1,7,51,Others,290,TN,80,64,Yes,No,0.38,5978,854,0,2015,1
46,243303,0,0.03,4251071454,2403,Yes,Bachelor or equivalent,Female,Yes,Single,115,\N,1,7,51,Others,290,TN,80,64,Yes,No,0.38,3137,784,0,2015,2
76,104203,0.06,0.03,4251030834,2404,Yes,Bachelor or equivalent,Female,Yes,Married,53,\N,3,5,70,Others,463,UT,277,79,No,No,0.84,1173,1173,0,2015,1
76,104203,0.06,0.03,4251030834,2404,Yes,Bachelor or equivalent,Female,Yes,Married,53,\N,3,5,70,Others,463,UT,277,79,No,No,0.84,779,259,0,2015,2
24,102232,0,0.01,4251066882,2405,Yes,Bachelor or equivalent,Male,Yes,Single,61,\N,1,2,10,Others,323,HI,280,189,No,No,0.05,3432,686,0,2015,1
24,102232,0,0.01,4251066882,2405,Yes,Bachelor or equivalent,Male,Yes,Single,61,\N,1,2,10,Others,323,HI,280,189,No,No,0.05,3050,1016,0,2015,2
55,213133,0.06,0.01,4251038087,2406,Yes,Master or equivalent,Female,Yes,Single,119,\N,2,0,29,Others,495,IL,477,204,No,No,0.5,5576,1115,0,2015,1
55,213133,0.06,0.01,4251038087,2406,Yes,Master or equivalent,Female,Yes,Single,119,\N,2,0,29,Others,495,IL,477,204,No,No,0.5,5604,934,0,2015,2
55,213133,0.06,0.01,4251038087,2406,Yes,Master or equivalent,Female,Yes,Single,119,\N,2,0,29,Others,495,IL,477,204,No,No,0.5,435,435,0,2015,3
70,211162,0,0.03,4251075396,2407,Yes,PhD or equivalent,Female,No,Married,6,\N,1,5,69,Others,356,NH,481,64,No,No,0.72,4302,1075,0,2015,1
70,211162,0,0.03,4251075396,2407,Yes,PhD or equivalent,Female,No,Married,6,\N,1,5,69,Others,356,NH,481,64,No,No,0.72,2376,594,0,2015,2
